dataset,subject_id,model,seed,protocol,epoch,train_loss,val_score,best_epoch,epochs_completed,is_best_epoch
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,3,0.20650728046894073,0.14857218203445274,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,4,0.20732402615249157,0.08717392641119659,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,5,0.1626044474542141,0.1392781396706899,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,6,0.09521049400791526,0.1064128048097094,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,7,0.06924899993464351,0.13987038396298884,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,8,0.10368521325290203,0.14352277191355825,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,9,0.09122427646070719,0.10619386772935589,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,10,0.052459768019616604,0.16057416250308354,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,11,0.036520155146718025,0.19127527227004368,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,12,0.04260903876274824,0.169382410744826,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,13,0.027656424324959517,0.17220775075256825,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,14,-0.05381631664931774,0.19266296132894542,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,15,0.009115069173276424,0.20362457086642582,33,43,False
